new_dependency
"[[2, 1], [12, 3], [13, 4], [12, 5], [7, 6], [12, 7], [7, 8], [10, 9], [7, 10], [13, 12], [2, 13], [13, 14], [35, 16], [35, 18], [21, 19], [21, 20], [18, 21], [23, 22], [21, 23], [28, 25], [28, 26], [28, 27], [35, 28], [31, 29], [31, 30], [28, 31], [35, 33], [35, 34], [2, 35], [40, 36], [40, 37], [40, 38], [40, 39], [35, 40], [42, 41], [40, 42]]"
"[[3, 1], [3, 2], [3, 4], [4, 5], [10, 7], [10, 8], [6, 10], [12, 11], [10, 12], [3, 13]]"
"[[2, 1], [8, 2], [8, 3], [7, 4], [7, 5], [7, 6], [8, 7]]"
"[[3, 1], [5, 3], [5, 4], [7, 6], [5, 7], [10, 9], [12, 10], [14, 12], [14, 13], [5, 14], [14, 15], [17, 16], [15, 17], [14, 18], [23, 20], [23, 21], [23, 22], [5, 23], [27, 24], [27, 25], [27, 26], [29, 27], [29, 28], [23, 29], [31, 30], [32, 31], [29, 32]]"
"[[9, 1], [4, 2], [4, 3], [7, 5], [7, 6], [4, 7], [9, 8], [4, 9]]"
"[[13, 1], [4, 2], [4, 3], [6, 4], [4, 5], [13, 6], [4, 7], [13, 9], [13, 10], [13, 11], [13, 12], [15, 14], [16, 15], [13, 16], [13, 17]]"
"[[2, 1], [16, 2], [8, 3], [7, 4], [8, 7], [2, 8], [8, 9], [16, 11], [16, 12], [16, 13], [15, 14], [16, 15], [19, 17], [19, 18], [16, 19], [24, 21], [24, 22], [24, 23], [16, 24]]"
"[[5, 1], [5, 2], [4, 3], [5, 4], [5, 6], [14, 8], [14, 9], [14, 10], [14, 11], [11, 12], [5, 14]]"
"[[11, 1], [3, 2], [11, 3], [11, 4], [11, 5], [5, 6], [11, 7], [11, 8], [11, 9], [9, 10], [11, 12], [16, 14], [16, 15], [11, 16]]"
"[[5, 3], [9, 5], [9, 6], [8, 7], [9, 8], [10, 9], [1, 10], [14, 12], [14, 13], [17, 14], [17, 15], [17, 16], [1, 17], [19, 18], [20, 19], [17, 20], [25, 22], [25, 23], [25, 24], [1, 25], [27, 26], [28, 27], [25, 28], [25, 29]]"
"[[2, 1], [2, 3], [13, 5], [13, 6], [13, 7], [13, 8], [13, 9], [13, 10], [13, 11], [11, 12], [2, 13]]"
"[[5, 1], [5, 3], [5, 4], [5, 6], [8, 7], [6, 8], [13, 9], [12, 10], [12, 11], [13, 12], [8, 13], [15, 14], [8, 15]]"
"[[2, 1], [4, 3], [2, 4]]"
"[[2, 1], [5, 4], [2, 5]]"
"[[4, 1], [3, 2], [4, 3], [6, 5], [4, 6]]"
"[[2, 1], [5, 2], [4, 3], [5, 4], [5, 6], [8, 7], [6, 8]]"
"[[4, 1], [4, 2], [4, 3]]"
"[[2, 1], [2, 3]]"
"[[2, 1], [5, 4], [2, 5], [5, 6], [5, 8], [10, 9], [2, 10], [10, 11], [10, 12], [14, 13], [12, 14], [18, 16], [18, 17], [2, 18], [20, 19], [18, 20], [22, 21], [18, 22]]"
"[[3, 1], [3, 2], [4, 3], [8, 4], [7, 5], [7, 6], [8, 7], [11, 9], [11, 10], [8, 11], [11, 12], [17, 14], [17, 15], [8, 17], [17, 18], [21, 19], [21, 20], [17, 21], [21, 22], [26, 24], [26, 25], [17, 26]]"
"[[2, 1], [5, 3], [2, 5], [7, 6], [2, 7], [10, 9], [15, 10], [15, 11], [15, 14], [7, 15]]"
"[[8, 1], [8, 3], [8, 4], [8, 5], [8, 7], [12, 10], [12, 11], [8, 12], [12, 13], [13, 14], [18, 15], [18, 16], [16, 17], [13, 18]]"
"[[2, 1], [2, 3], [2, 4]]"
"[[3, 1], [3, 2], [3, 4]]"
"[[3, 1], [3, 2], [3, 4]]"
"[[3, 1], [3, 2], [7, 4], [7, 5], [7, 6], [3, 7], [9, 8], [7, 9], [12, 11], [3, 12], [14, 13], [12, 14]]"
"[[2, 1], [4, 2], [4, 3], [6, 5], [8, 6], [10, 8], [10, 9], [4, 10], [4, 11]]"
[]
"[[2, 1], [7, 4], [6, 5], [7, 6], [2, 7]]"
"[[2, 1], [6, 4], [6, 5], [2, 6], [8, 7], [6, 8], [10, 9], [11, 10], [13, 11], [8, 13], [6, 14], [18, 16], [18, 17], [2, 18]]"
"[[5, 1], [5, 2], [4, 3], [5, 4], [5, 6], [9, 7], [9, 8], [5, 9]]"
"[[2, 1], [4, 3], [8, 4], [8, 5], [8, 7], [2, 8], [2, 9], [12, 11], [2, 12], [14, 13], [12, 14], [16, 15], [20, 16], [16, 17], [20, 18], [20, 19], [12, 20], [12, 21]]"
"[[6, 1], [3, 2], [6, 3], [5, 4], [3, 5], [6, 7]]"
"[[2, 1], [2, 3], [2, 4]]"
[]
"[[2, 1], [4, 3], [8, 4], [7, 6], [8, 7], [9, 8], [2, 9], [13, 10], [13, 11], [13, 12], [9, 13], [9, 14], [17, 16], [9, 17], [17, 18]]"
"[[2, 1], [2, 3], [5, 4], [2, 5], [7, 6], [5, 7], [5, 8], [14, 10], [14, 11], [14, 13], [26, 14], [16, 15], [26, 16], [16, 18], [21, 20], [22, 21], [26, 22], [26, 24], [26, 25], [5, 26]]"
"[[6, 1], [6, 2], [6, 3], [6, 4]]"
"[[3, 1], [3, 2]]"
"[[2, 1], [5, 2], [5, 4], [5, 6]]"
"[[3, 1], [3, 2], [6, 5], [3, 6], [9, 7], [9, 8], [6, 9], [15, 11], [15, 13], [13, 14], [6, 15]]"
"[[7, 1], [7, 3], [7, 4], [7, 5], [7, 6]]"
[]
"[[3, 1], [3, 2], [6, 3], [3, 4], [6, 5], [8, 7], [6, 8]]"
"[[2, 1], [4, 3], [2, 4]]"
[]
"[[2, 1], [5, 3], [5, 4], [2, 5], [2, 6]]"
"[[2, 1], [4, 2], [6, 5], [4, 6], [6, 7], [9, 8], [7, 9], [6, 11], [13, 12], [4, 14]]"
"[[2, 1], [3, 2]]"
[]
"[[3, 2], [1, 3]]"
"[[2, 1]]"
[]
"[[2, 1], [4, 2], [4, 3]]"
"[[3, 1], [3, 2]]"
"[[1, 2]]"
"[[4, 1], [4, 2], [4, 3], [4, 5]]"
[]
"[[4, 1], [4, 3], [11, 5], [11, 6], [11, 7], [11, 8], [10, 9], [11, 10], [4, 11]]"
"[[3, 1], [3, 2]]"
"[[3, 1], [3, 2]]"
"[[4, 1], [4, 3], [4, 5], [4, 6]]"
"[[2, 1]]"
"[[3, 1], [3, 2], [3, 4], [3, 5]]"
"[[2, 1], [3, 2], [5, 4], [3, 5], [5, 6]]"
"[[2, 1]]"
"[[2, 1], [4, 2], [4, 3], [6, 5], [4, 6], [11, 7], [7, 8], [11, 10], [6, 11]]"
"[[2, 1]]"
"[[2, 1], [2, 3]]"
"[[6, 1], [6, 4], [6, 5], [6, 7]]"
[]
"[[2, 1], [2, 3], [2, 4]]"
"[[2, 1], [4, 2], [4, 3], [7, 4], [7, 5], [7, 6]]"
"[[3, 1], [3, 2], [5, 4], [3, 5]]"
"[[2, 1], [2, 3]]"
"[[3, 1], [3, 2]]"
"[[2, 1]]"
"[[4, 1], [4, 3], [6, 5], [7, 6], [9, 7], [9, 8], [4, 9], [4, 10]]"
"[[2, 1], [15, 2], [6, 3], [6, 4], [4, 5], [15, 6], [15, 8], [13, 9], [11, 10], [13, 11], [15, 13], [15, 14], [22, 17], [22, 18], [22, 19], [22, 20], [22, 21], [15, 22]]"
"[[3, 1], [6, 3], [6, 4], [6, 5], [6, 7]]"
"[[2, 1], [2, 3]]"
"[[2, 1], [2, 3], [5, 4], [7, 5], [7, 6], [2, 7], [7, 8]]"
"[[3, 1], [3, 2], [5, 4], [3, 5]]"
"[[2, 1]]"
"[[2, 1], [11, 2], [5, 3], [5, 4], [11, 5], [8, 7], [11, 8], [11, 10], [11, 12]]"
"[[2, 1]]"
"[[6, 1], [6, 2], [6, 3], [6, 4], [6, 5]]"
"[[5, 1], [4, 3], [5, 4], [7, 5], [9, 7], [9, 8]]"
"[[6, 1], [6, 3], [5, 4], [6, 5]]"
[]
[]
"[[3, 1], [3, 2], [7, 5], [7, 6], [8, 7], [3, 8]]"
"[[2, 1], [2, 3]]"
"[[4, 1], [4, 2], [4, 3]]"
"[[5, 1], [5, 2], [5, 4]]"
"[[5, 3], [1, 4], [1, 5]]"
"[[2, 1], [4, 3], [2, 4], [2, 5], [2, 6]]"
"[[4, 1], [4, 2], [4, 3], [4, 5]]"
"[[6, 3], [6, 4], [6, 5], [1, 6]]"
"[[3, 1], [3, 2], [7, 3], [7, 4], [7, 5], [7, 6], [9, 8], [7, 9]]"
"[[3, 1], [3, 2], [3, 4]]"
"[[2, 1]]"
"[[2, 1], [8, 2], [4, 3], [8, 4], [4, 5], [8, 7], [10, 9], [12, 10], [12, 11], [8, 12], [8, 13]]"
"[[3, 1], [3, 2]]"
"[[4, 1], [4, 2], [4, 3]]"
"[[4, 1], [1, 2], [4, 3]]"
"[[10, 1], [10, 2], [5, 3], [6, 4], [6, 5], [10, 6], [10, 8], [10, 9]]"
"[[8, 1], [8, 2], [8, 3], [6, 4], [6, 5], [3, 6]]"
"[[6, 1], [6, 2], [6, 3], [6, 4], [6, 5], [6, 7]]"
"[[4, 1], [4, 3], [6, 4], [6, 5], [6, 7]]"
"[[2, 1], [2, 3]]"
"[[2, 1], [2, 3]]"
"[[3, 1], [3, 2], [3, 4], [4, 5]]"
"[[3, 1], [3, 2], [3, 4]]"
"[[3, 1], [3, 2], [3, 4]]"
"[[4, 1], [4, 2], [4, 3]]"
"[[3, 1], [3, 2], [3, 4]]"
"[[3, 1], [3, 2], [3, 4]]"
"[[6, 3], [6, 4], [6, 5], [6, 7]]"
"[[2, 1], [5, 3], [5, 4], [11, 5], [7, 6], [5, 7], [2, 8], [11, 9], [11, 10], [2, 11], [11, 12]]"
"[[6, 1], [6, 3], [6, 5], [9, 8], [6, 9], [9, 10], [10, 11]]"
"[[3, 1], [3, 2], [6, 3], [6, 5], [6, 7]]"
"[[2, 1], [2, 3]]"
"[[4, 1], [4, 2], [4, 3], [4, 5]]"
"[[3, 1], [3, 2]]"
"[[7, 3], [7, 4], [6, 5], [4, 6], [1, 7], [7, 8]]"
"[[4, 1], [4, 2], [4, 3], [4, 5]]"
"[[1, 2]]"
"[[2, 1]]"
"[[3, 1], [7, 5], [7, 6], [3, 7], [7, 8]]"
"[[2, 1], [2, 3], [2, 4], [6, 5], [4, 6]]"
"[[5, 1], [5, 3], [5, 4]]"
"[[6, 1], [6, 3], [3, 4], [6, 5], [8, 7], [6, 8]]"
[]
"[[2, 1]]"
"[[2, 1]]"
"[[2, 1], [8, 3], [5, 4], [8, 5], [8, 6], [8, 7], [2, 8]]"
[]
[]
"[[2, 1]]"
"[[2, 1], [2, 3]]"
"[[5, 1], [4, 3], [5, 4]]"
"[[3, 1], [3, 2], [3, 4]]"
"[[2, 1], [2, 3], [2, 4], [2, 5]]"
"[[2, 1], [2, 3], [10, 5], [7, 6], [10, 7], [10, 8], [10, 9], [2, 10], [12, 11], [10, 12], [10, 13]]"
"[[4, 1], [4, 2], [4, 3], [4, 5]]"
"[[2, 1], [6, 2], [6, 3], [6, 4], [6, 5], [6, 7]]"
"[[6, 1], [6, 2], [6, 3], [6, 5], [8, 7], [6, 8], [11, 9], [9, 10], [8, 11], [8, 12]]"
"[[2, 1], [4, 2]]"
"[[7, 1], [7, 2], [4, 3], [7, 4], [4, 5], [7, 6], [11, 8], [11, 10], [13, 11], [13, 12], [7, 13], [7, 14]]"
"[[11, 2], [11, 3], [3, 4], [11, 5], [8, 7], [11, 8], [11, 10], [11, 12]]"
"[[2, 1], [5, 2], [5, 3], [5, 4]]"
"[[3, 1], [3, 2], [3, 4]]"
"[[2, 1], [4, 3], [2, 4], [4, 5], [4, 6]]"
[]
"[[2, 1], [2, 3]]"
"[[2, 1], [7, 3], [3, 4], [7, 5], [7, 6], [2, 7]]"
"[[3, 1], [3, 2], [3, 4]]"
"[[3, 1], [3, 2]]"
"[[5, 1], [5, 2], [5, 3], [5, 4], [7, 6], [5, 7]]"
"[[4, 1], [4, 3]]"
"[[3, 1], [3, 2], [3, 4], [9, 5], [9, 6], [9, 7], [9, 8], [4, 9], [4, 10], [4, 11]]"
"[[3, 1], [3, 2], [3, 4]]"
"[[2, 1]]"
"[[2, 1]]"
[]
"[[3, 1], [3, 2]]"
"[[10, 1], [10, 2], [10, 3], [10, 4], [6, 5], [8, 6], [10, 8], [10, 9]]"
"[[2, 1], [4, 2], [4, 3]]"
"[[13, 1], [9, 2], [6, 3], [5, 4], [6, 5], [2, 6], [2, 7], [13, 9], [13, 10], [13, 11], [13, 12], [13, 14]]"
"[[3, 1], [3, 2], [5, 4], [3, 5]]"
"[[4, 1], [4, 2], [4, 3], [4, 5], [4, 6], [12, 8], [12, 9], [12, 10], [12, 11], [15, 12], [15, 14], [4, 15]]"
"[[3, 1], [3, 2], [6, 4], [6, 5], [3, 6]]"
"[[7, 1], [7, 2], [7, 3], [7, 5], [7, 6], [7, 8], [10, 9], [8, 10], [7, 11]]"
"[[4, 1], [4, 2], [2, 3]]"
"[[9, 1], [6, 2], [4, 3], [6, 4], [6, 5], [9, 6], [8, 7], [9, 8]]"
"[[3, 1], [3, 2], [3, 4]]"
"[[2, 1], [2, 3], [3, 4]]"
[]
"[[2, 1], [2, 3], [3, 4], [3, 5]]"
"[[2, 1]]"
"[[2, 1], [4, 2], [6, 5], [8, 6], [4, 8], [4, 9]]"
"[[2, 1], [2, 3]]"
"[[2, 1]]"
"[[5, 1], [5, 2], [5, 3], [5, 4]]"
"[[4, 1], [4, 2], [4, 3]]"
"[[5, 3], [9, 5], [7, 6], [9, 7], [1, 9]]"
"[[11, 1], [11, 3], [11, 4], [1, 5], [11, 7], [11, 8], [11, 10], [11, 12]]"
"[[2, 1], [4, 2], [4, 3], [6, 5], [8, 6], [4, 7], [4, 8]]"
"[[4, 1], [4, 2], [4, 3], [4, 5]]"
"[[8, 1], [8, 3], [8, 4], [3, 5], [8, 7], [11, 9], [11, 10], [13, 11], [8, 13], [17, 15], [17, 16], [8, 17], [17, 18], [21, 20], [26, 21], [21, 22], [21, 23], [26, 25], [8, 26], [31, 27], [26, 28], [31, 29], [31, 30], [26, 31], [31, 32]]"
"[[2, 1]]"
"[[2, 1]]"
"[[4, 1], [4, 3], [4, 5]]"
"[[5, 1], [5, 2], [5, 3], [3, 4]]"
"[[3, 1], [3, 2], [3, 4], [3, 5], [3, 6], [3, 7]]"
"[[2, 1], [5, 2], [5, 3], [5, 4]]"
"[[1, 2], [8, 3], [6, 4], [6, 5], [8, 6], [8, 7], [1, 8], [8, 9]]"
"[[5, 1], [5, 2], [5, 3]]"
"[[2, 1]]"
"[[4, 1], [4, 2], [4, 3]]"
[]
"[[2, 1], [2, 3], [6, 5], [9, 6], [6, 7], [6, 8], [2, 9]]"
"[[2, 1], [5, 3], [5, 4], [2, 5], [2, 6]]"
"[[4, 1], [4, 2], [4, 3]]"
"[[2, 1], [2, 3], [13, 5], [13, 6], [8, 7], [13, 8], [8, 9], [8, 10], [13, 11], [13, 12], [2, 13], [13, 14]]"
"[[3, 1], [3, 2], [3, 4]]"
"[[5, 1], [3, 2], [5, 3], [5, 4], [5, 6]]"
"[[3, 1], [3, 4]]"
"[[2, 1], [4, 2], [4, 3], [4, 5], [4, 6], [4, 7]]"
"[[2, 1], [2, 3]]"
"[[3, 1], [3, 2], [3, 4], [8, 6], [8, 7], [3, 8], [8, 9]]"
"[[2, 1], [5, 3], [2, 5], [2, 6]]"
[]
"[[16, 1], [3, 2], [16, 3], [3, 4], [7, 6], [9, 7], [16, 9], [16, 10], [16, 11], [13, 12], [16, 13], [13, 14], [16, 15]]"
"[[2, 1], [7, 3], [6, 5], [7, 6], [8, 7], [11, 8], [8, 9], [9, 10], [2, 11], [11, 12], [15, 13], [15, 14], [12, 15], [11, 16]]"
"[[2, 1], [2, 3], [6, 5], [2, 6]]"
"[[4, 1], [4, 3], [7, 5], [7, 6], [4, 7], [4, 8], [11, 9], [8, 11], [14, 12], [14, 13], [4, 14], [14, 15], [18, 17], [4, 18]]"
"[[2, 1], [3, 2], [5, 4], [6, 5], [3, 6], [6, 7], [9, 8], [10, 9], [7, 10], [6, 11]]"
"[[4, 1], [4, 3], [6, 4], [6, 5], [6, 7], [7, 8], [6, 9], [6, 10]]"
"[[3, 1], [3, 2]]"
"[[2, 1], [2, 3]]"
"[[2, 1]]"
"[[4, 1], [4, 2], [4, 3], [14, 6], [10, 7], [10, 8], [10, 9], [12, 10], [14, 12], [14, 13], [4, 14], [14, 15], [19, 17], [19, 18], [4, 19], [19, 20], [19, 21]]"
"[[3, 1], [3, 2]]"
"[[6, 1], [6, 2], [6, 3], [6, 4], [6, 5]]"
"[[4, 1], [4, 2], [4, 3], [4, 5]]"
"[[9, 3], [5, 4], [9, 5], [9, 8], [1, 9], [9, 10], [12, 11], [13, 12], [9, 13]]"
"[[2, 1], [2, 3]]"
"[[2, 1], [5, 3], [7, 5], [7, 6], [2, 7]]"
"[[18, 1], [3, 2], [18, 3], [3, 4], [18, 6], [10, 8], [10, 9], [18, 10], [10, 11], [14, 12], [14, 13], [10, 14], [18, 16], [18, 17], [20, 19], [18, 21]]"
"[[4, 1], [4, 2], [4, 3]]"
"[[2, 1], [4, 2], [12, 4], [12, 5], [12, 6], [6, 7], [12, 8], [10, 9], [6, 10], [12, 11]]"
[]
"[[4, 1], [4, 2], [4, 3], [4, 5], [8, 7], [11, 8], [11, 10], [4, 11], [14, 12], [14, 13], [11, 14], [11, 15]]"
"[[5, 1], [5, 3], [5, 4], [7, 6], [5, 7], [7, 8], [5, 9], [14, 11], [14, 12], [14, 13], [5, 14], [16, 15], [14, 16], [18, 17], [21, 18], [21, 19], [21, 20], [16, 21], [24, 23], [21, 24], [24, 25]]"
"[[2, 1], [10, 3], [10, 4], [6, 5], [10, 6], [9, 7], [10, 9], [2, 10]]"
[]
"[[3, 1], [3, 2], [5, 4], [7, 5], [7, 6], [3, 7], [3, 8]]"
"[[4, 1], [4, 2], [4, 3], [4, 5]]"
"[[14, 1], [4, 3], [7, 4], [11, 6], [14, 7], [14, 8], [14, 9], [11, 10], [14, 11], [14, 12], [14, 13]]"
"[[5, 1], [5, 3], [5, 4], [5, 6], [8, 7], [5, 8]]"
"[[5, 3], [5, 4], [1, 5], [9, 7], [9, 8], [5, 9], [9, 10], [14, 12], [14, 13], [1, 14], [14, 15], [17, 16], [14, 17], [20, 19], [17, 20], [23, 22], [17, 23], [23, 24]]"
"[[3, 1], [3, 2], [3, 4], [9, 6], [9, 7], [9, 8], [3, 9]]"
[]
"[[2, 1]]"
"[[4, 1], [4, 3], [12, 5], [12, 6], [8, 7], [9, 8], [10, 9], [12, 10], [12, 11], [4, 12], [14, 13], [15, 14], [12, 15]]"
"[[4, 1], [4, 2], [4, 3], [8, 4], [4, 5], [5, 7], [12, 9], [9, 11], [8, 12], [12, 14], [8, 15], [17, 16], [8, 17], [17, 18], [17, 19], [21, 20], [22, 21], [19, 22]]"
"[[4, 1], [3, 2], [4, 3], [7, 4], [7, 6], [7, 8], [11, 9], [14, 11], [14, 12], [14, 13], [7, 14]]"
"[[3, 1], [3, 2], [3, 4], [3, 5], [5, 6], [3, 7], [3, 8]]"
"[[5, 1], [5, 3], [5, 4], [8, 7], [5, 8], [8, 10], [14, 13], [8, 14]]"
"[[3, 1]]"
"[[2, 1], [6, 2], [6, 3], [6, 4], [6, 5]]"
"[[10, 1], [10, 2], [5, 3], [5, 4], [7, 5], [5, 6], [10, 7], [7, 8], [10, 9], [10, 11]]"
"[[6, 1], [6, 2], [6, 3], [6, 4]]"
"[[5, 1], [4, 3], [1, 4], [5, 6], [8, 7], [6, 8]]"
"[[4, 1], [4, 3], [6, 5], [8, 7], [9, 8], [13, 9], [12, 11], [13, 12], [4, 13], [4, 14]]"
"[[2, 1], [12, 2], [12, 3], [12, 4], [6, 5], [11, 6], [9, 8], [11, 9], [11, 10], [12, 11]]"
"[[6, 3], [6, 4], [6, 5], [1, 6]]"
"[[3, 1], [3, 2], [3, 4], [6, 5], [8, 7], [6, 8]]"
"[[12, 1], [12, 2], [12, 3], [5, 4], [7, 6], [8, 7], [12, 8], [12, 9], [11, 10], [12, 11]]"
"[[2, 1], [2, 4], [6, 5], [2, 6], [2, 7]]"
"[[5, 1], [5, 2], [5, 3], [5, 4]]"
"[[2, 1], [4, 3], [2, 4], [7, 6], [8, 7], [13, 8], [11, 9], [11, 10], [13, 11], [13, 12], [18, 13], [13, 14], [17, 16], [18, 17], [2, 18]]"
"[[4, 1], [4, 3], [4, 6]]"
"[[3, 1], [3, 2], [3, 4], [3, 5]]"
"[[3, 1], [3, 2], [3, 4]]"
[]
"[[3, 1], [3, 2], [4, 3]]"
"[[5, 1], [5, 2], [5, 3], [5, 4], [7, 6], [8, 7], [9, 8], [5, 9]]"
"[[3, 1], [3, 2], [8, 3], [3, 4], [3, 5], [3, 6], [10, 9], [8, 10], [14, 11], [14, 12], [14, 13], [10, 14], [16, 15], [14, 16]]"
[]
"[[7, 3], [7, 4], [7, 5], [7, 6], [1, 7], [7, 8]]"
"[[4, 1], [4, 2], [4, 3], [4, 5], [4, 6]]"
"[[2, 1], [2, 3], [9, 5], [9, 6], [9, 7], [9, 8], [2, 9]]"
"[[2, 1], [2, 3]]"
"[[2, 1]]"
"[[2, 1], [3, 2], [7, 3], [7, 4], [7, 5], [7, 6]]"
"[[2, 1], [5, 3], [5, 4], [2, 5], [11, 6], [6, 8], [11, 10], [5, 11]]"
"[[2, 1], [4, 2], [4, 3], [4, 5]]"
"[[5, 1], [5, 2], [5, 3], [5, 4], [5, 6]]"
"[[9, 1], [5, 2], [5, 3], [5, 4], [9, 5], [9, 6], [9, 7], [9, 8], [9, 10]]"
[]
"[[2, 1], [5, 3], [5, 4], [2, 5], [5, 6], [6, 7], [2, 8], [8, 9]]"
"[[2, 1], [2, 3], [8, 5], [8, 7], [9, 8], [2, 9], [9, 10], [9, 11]]"
"[[3, 1], [3, 2], [7, 5], [7, 6], [3, 7], [3, 8]]"
"[[2, 1], [5, 3], [3, 4], [2, 5], [2, 6]]"
"[[3, 1], [3, 2], [4, 3]]"
"[[2, 1], [2, 3], [2, 4]]"
"[[3, 1], [5, 3], [5, 4], [7, 6], [5, 7], [5, 8]]"
"[[5, 1], [1, 2], [5, 4], [8, 6], [8, 7], [5, 8]]"
"[[4, 1], [4, 2], [4, 5], [7, 6], [5, 7], [13, 9], [13, 10], [12, 11], [13, 12], [4, 13]]"
"[[2, 1], [2, 3]]"
"[[17, 1], [4, 2], [4, 3], [17, 4], [6, 5], [4, 6], [4, 7], [11, 9], [17, 10], [17, 11], [11, 12], [17, 14], [17, 15], [17, 16], [17, 18]]"
"[[5, 1], [1, 2], [5, 4], [7, 6], [5, 7], [7, 8], [8, 9]]"
"[[2, 1], [2, 3], [2, 5], [8, 6], [8, 7], [2, 8], [8, 9], [9, 10], [9, 11], [8, 12]]"
"[[5, 1], [5, 2], [5, 3], [5, 4], [10, 6], [10, 7], [10, 8], [10, 9], [11, 10], [5, 11], [5, 12]]"
"[[8, 1], [8, 3], [8, 4], [8, 5], [5, 6], [8, 7]]"
"[[2, 1], [5, 2], [5, 4], [8, 6], [8, 7], [5, 8]]"
"[[3, 1], [3, 2], [3, 4], [7, 5], [5, 6], [3, 7]]"
"[[6, 1], [6, 2], [6, 3], [5, 4], [6, 5], [11, 8], [11, 10], [12, 11], [6, 12], [15, 14], [6, 15], [15, 16], [20, 17], [20, 19], [16, 20], [25, 22], [25, 23], [25, 24], [6, 25]]"
"[[17, 1], [3, 2], [17, 3], [3, 4], [7, 5], [9, 7], [9, 8], [3, 9], [3, 10], [3, 11], [17, 13], [17, 14], [16, 15], [17, 16], [20, 18], [20, 19], [17, 20], [17, 22]]"
"[[3, 1], [3, 2], [12, 3], [3, 4], [4, 5], [3, 6], [13, 8], [13, 9], [12, 10], [12, 11], [12, 13]]"
"[[4, 1], [4, 2], [4, 3], [7, 5], [7, 6], [9, 7], [9, 8], [4, 9], [4, 10]]"
"[[7, 1], [7, 2], [4, 3], [7, 4], [7, 6], [7, 8]]"
"[[7, 1], [7, 2], [5, 3], [5, 4], [7, 5], [7, 6], [9, 8], [7, 9], [9, 10], [15, 12], [15, 13], [15, 14], [7, 15], [15, 16]]"
